RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-62,B,Aluno-62,2005,17,Menino,2022,Escola Pública,Ametista,"7,891","173,000",11,4,3,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,,"8,8","9,4","7,5",Não atendido,"9,3",Sim,Não,"7,250","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-63,B,Aluno-63,2006,16,Menino,2018,Rede Decisão,Topázio,"8,282","64,000",8,2,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,,"8,3","9,1","8,8",Sem limitações,"8,7",Não,Sim,"9,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-64,B,Aluno-64,2006,16,Menino,2019,Escola Pública,Ametista,"7,368","372,000",23,9,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,,"7,1","8,1","8,1",Sem limitações,"7,5",Sim,Não,"8,250","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-65,B,Aluno-65,2005,17,Menina,2022,Escola Pública,Ametista,"7,712","232,000",13,6,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,,"8,3","7,7","7,5",Não atendido,"9,3",Sim,Não,"7,875","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-66,B,Aluno-66,2005,17,Menina,2022,Escola Pública,Quartzo,"5,665","768,000",50,15,3,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,,"7,5","5,6","7,5",Não atendido,"4,5",Não,Não,"5,917","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-67,C,Aluno-67,2006,16,Menina,2019,Escola Pública,Quartzo,"5,195","812,000",56,6,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"5,8","3,0","7,5",Não atendido,"3,6",Não,Não,"6,889","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-68,C,Aluno-68,2006,16,Menino,2019,Escola Pública,Ágata,"6,438","653,000",40,2,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"8,3","6,0","7,5",Não atendido,"4,0",Sim,Não,"7,944","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-69,C,Aluno-69,2006,16,Menino,2018,Escola Pública,Quartzo,"5,718","756,000",47,3,4,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,Alocado em Fase anterior,"8,3","6,1","7,5",Sem limitações,"2,5",Não,Não,"6,167","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-70,C,Aluno-70,2006,16,Menina,2017,Escola Pública,Quartzo,"5,712","757,000",48,4,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,"8,8","6,6","5,0",Sem limitações,"2,9",Não,Não,"6,111","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-71,C,Aluno-71,2005,17,Menina,2019,Escola Pública,Quartzo,"4,332","846,000",58,8,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"7,9","2,0","7,5",Não atendido,"1,2",Não,Não,"5,833","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-72,C,Aluno-72,2005,17,Menina,2022,Escola Pública,Ametista,"7,640","259,000",16,1,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,"8,3","7,5","7,5",Não atendido,"7,8",Sim,Sim,"8,667","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-73,C,Aluno-73,2005,17,Menina,2022,Escola Pública,Quartzo,"5,271","804,000",55,5,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"7,1","3,0","7,5",Não atendido,"3,3",Sim,Não,"7,278","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-74,C,Aluno-74,2006,16,Menino,2022,Escola Pública,Quartzo,"4,989","820,000",57,7,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"9,6","3,3","7,5",Não atendido,"2,0",Não,Não,"5,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-75,F,Aluno-75,2006,16,Menina,2022,Escola Pública,Quartzo,"3,915","855,000",59,4,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"5,4","3,8","6,3",Sem limitações,"0,0",Não,Não,"4,625","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-76,F,Aluno-76,2007,15,Menina,2017,Rede Decisão,Topázio,"9,105","3,000",3,1,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,"10,0","9,1","8,1",Sem limitações,"8,7",Não,Sim,"9,292","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-77,F,Aluno-77,2006,16,Menino,2019,Escola Pública,Quartzo,"3,846","857,000",60,5,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"7,1","2,7","5,0",Não indicado,"0,7",Não,Não,"4,625","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-78,F,Aluno-78,2005,17,Menino,2018,Rede Decisão,Ametista,"7,040","475,000",29,2,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,"8,3","6,6","5,6",Requer avaliação,"7,2",Não,Não,"8,000","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-79,F,Aluno-79,2006,16,Menina,2018,Rede Decisão,Ágata,"6,847","541,000",31,3,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,"5,4","6,3","5,6",Requer avaliação,"8,9",Não,Não,"7,292","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-80,K,Aluno-80,2006,16,Menina,2017,Rede Decisão,Ametista,"7,290","397,000",26,6,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,"9,2","8,3","5,0",Requer avaliação,"7,1",Não,Não,"7,625","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-81,K,Aluno-81,2008,14,Menina,2017,Rede Decisão,Ametista,"7,675","247,000",14,2,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,"9,2","9,2","5,0",Requer avaliação,"6,0",Não,Não,"7,458","10,000",1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-82,K,Aluno-82,2005,17,Menina,2022,Escola Pública,Ágata,"6,596","628,000",37,9,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,"8,8","6,8","7,5",Não atendido,"5,5",Sim,Não,"6,417","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-83,K,Aluno-83,2005,17,Menina,2022,Escola Pública,Ágata,"6,671","598,000",35,8,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,"7,9","6,8","7,5",Não atendido,"6,8",Sim,Não,"5,958","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-84,K,Aluno-84,2005,17,Menina,2018,Rede Decisão,Ágata,"6,682","596,000",34,7,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,"7,1","8,8","5,0",Requer avaliação,"5,8",Não,Não,"6,750","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-85,K,Aluno-85,2007,15,Menino,2022,Escola Pública,Ágata,"6,243","697,000",43,10,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,"6,7","7,3","5,0",Requer avaliação,"4,3",Não,Não,"5,833","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-86,K,Aluno-86,2006,16,Menino,2016,Rede Decisão,Ametista,"7,566","286,000",18,3,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,"7,5","9,6","5,6",Sem limitações,"6,7",Não,Sim,"8,458","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-87,K,Aluno-87,2007,15,Menino,2021,Rede Decisão,Topázio,"8,712","15,000",6,1,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,"8,3","9,6","7,5",Não atendido,"8,8",Não,Sim,"8,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-88,K,Aluno-88,2005,17,Menino,2021,Escola Pública,Ametista,"7,498","312,000",21,4,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,1","9,2","5,6",Sem limitações,"6,5",Sim,Sim,"9,208","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-89,K,Aluno-89,2006,16,Menino,2021,Escola Pública,Ametista,"7,323","383,000",24,5,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,"9,6","7,8","7,5",Não atendido,"5,9",Sim,Não,"8,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-90,L,Aluno-90,2009,13,Menina,2019,Rede Decisão,Topázio,"9,442","1,000",1,1,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,"10,0","9,7","9,4",Sem limitações,"8,5",Não,Sim,"9,750","10,000",2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-91,L,Aluno-91,2006,16,Menina,2016,Rede Decisão,Ágata,"6,645","608,000",36,8,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,"9,2","5,7","5,6",Requer avaliação,"6,6",Não,Não,"7,125","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-92,L,Aluno-92,2006,16,Menina,2016,Rede Decisão,Ágata,"6,957","501,000",30,7,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,"9,2","7,1","5,0",Requer avaliação,"7,4",Não,Não,"6,667","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-93,L,Aluno-93,2007,15,Menina,2016,Rede Decisão,Topázio,"8,941","6,000",4,3,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,"8,3","9,7","8,1",Sem limitações,"8,5",Não,Sim,"9,083","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-94,L,Aluno-94,2007,15,Menina,2018,Rede Decisão,Topázio,"8,921","7,000",5,4,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,"8,3","9,6","8,1",Sem limitações,"7,7",Não,Sim,"9,583","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-95,L,Aluno-95,2005,17,Menina,2022,Escola Pública,Ágata,"6,308","685,000",41,9,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,"8,3","6,6","7,5",Sem limitações,"4,8",Não,Não,"6,292","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-96,L,Aluno-96,2006,16,Menino,2021,Escola Pública,Ametista,"7,540","295,000",19,5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","7,8","6,9",Sem limitações,"6,7",Sim,Sim,"8,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-97,L,Aluno-97,2007,15,Menina,2017,Rede Decisão,Ametista,"7,468","328,000",22,6,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,"7,5","8,8","5,0",Não indicado,"6,9",Não,Não,"6,292","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-98,L,Aluno-98,2007,15,Menina,2017,Rede Decisão,Topázio,"9,354","2,000",2,2,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,"8,8","10,0","9,4",Sem limitações,"8,5",Não,Sim,"9,667","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-99,L,Aluno-99,2006,16,Menino,2019,Escola Pública,Ágata,"6,158","701,000",44,10,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Alocado em Fase anterior,"8,8","6,3","7,5",Não atendido,"5,0",Não,Não,"5,833","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-100,A,Aluno-100,2009,13,Menina,2019,Rede Decisão,Ametista,"7,618","268,000",22,7,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"8,8","7,8","5,0",Não indicado,"7,6",Não,Não,"7,250","10,000",1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-101,A,Aluno-101,2007,15,Menina,2021,Escola Pública,Ametista,"7,305","387,000",31,8,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,9","8,3","7,5",Não atendido,"7,6",Sim,Não,"6,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-102,A,Aluno-102,2008,14,Menino,2019,Escola Pública,Ágata,"6,922","519,000",43,9,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,"6,7","7,7","6,9",Requer avaliação,"5,7",Não,Não,"6,000","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-103,A,Aluno-103,2009,13,Menina,2020,Rede Decisão,Topázio,"8,107","114,000",11,4,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,9","8,7","7,5",Não atendido,"7,3",Não,Não,"7,708","10,000",1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-104,A,Aluno-104,2004,18,Menino,2022,Escola Pública,Ágata,"6,315","681,000",61,11,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"7,9","8,7","7,5",Não atendido,"3,7",Não,Não,"6,708","2,500",-4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-105,A,Aluno-105,2005,17,Menino,2016,Rede Decisão,Ágata,"6,846","542,000",47,10,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,9","8,2","5,6",Requer avaliação,"6,7",Não,Não,"7,417","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-106,A,Aluno-106,2007,15,Menina,2016,Rede Decisão,Ametista,"7,973","148,000",13,5,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"9,2","8,0","9,4",Sem limitações,"7,4",Não,Sim,"8,375","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-107,A,Aluno-107,2007,15,Menina,2018,Escola Pública,Ágata,"6,258","693,000",63,12,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"7,5","6,4","7,5",Sem limitações,"4,6",Sim,Não,"6,500","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-108,A,Aluno-108,2005,17,Menina,2019,Escola Pública,Quartzo,"5,547","784,000",72,15,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,"4,6","7,7","5,0",Não indicado,"5,0",Não,Não,"6,125","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-109,A,Aluno-109,2006,16,Menino,2021,Rede Decisão,Topázio,"8,512","33,000",4,2,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,"8,8","10,0","8,8",Sem limitações,"8,4",Não,Sim,"8,667","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-110,A,Aluno-110,2008,14,Menino,2017,Rede Decisão,Topázio,"8,150","100,000",10,3,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,"9,2","9,7","5,6",Requer avaliação,"6,7",Não,Não,"8,000","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
